5.133146539158416566e+00,7.452772047275850298e+00,8.409434553512845412e+00,8.403307767546293050e-01
1.059469441428628755e-01,4.739345797102517466e+00,7.149768958521934614e+00,6.920259002548307059e+00
6.437012410310015476e+00,3.028815291948791177e+00,4.105571516699202395e-01,3.262930721759948582e+00
1.760140986637082072e+00,8.275330997055398541e+00,8.658151809387848452e-01,2.727273746743525074e+00
2.976995325220865851e-01,5.512112459292803024e+00,2.196793553555482781e+00,1.918374778678626935e+00
5.904960833955612998e+00,7.109981994627978530e-02,4.743307632525127993e+00,1.647575643492584563e+00
6.268202292617971239e+00,1.657322125845599459e+00,8.606653704938885596e+00,3.268628186793926638e+00
5.063228882644478013e+00,2.276020872774266124e+00,4.805135486037157122e+00,5.269914732529164425e+00
3.376896925887607814e+00,2.030252972242504228e+00,1.164228706699244054e-01,6.667610589804121801e+00
5.069359222854942004e+00,1.944607524572629087e+00,9.461088005828644398e+00,3.957332951599929594e+00
3.438485973982616795e+00,3.992199065757714216e+00,7.161443572831163173e+00,5.189204016144120857e+00
5.124592664560013944e+00,5.666259906710867433e+00,4.269932796231390881e+00,6.481477796435758165e+00
2.523845104138218165e+00,1.090438038647310037e+00,6.893533640531458673e+00,7.132860081965485932e+00
2.855846292088566329e+00,8.063289690955571132e+00,6.561035715124058143e+00,1.953156777371681585e+00
2.783098563536859693e+00,6.384307329045592283e+00,3.262023167573716798e+00,4.549305002775014373e+00
7.616918051179997207e+00,6.317549593542770126e+00,8.927812674770619239e+00,4.625422148748513651e-01
4.578617441439039482e+00,3.190506241235811835e+00,3.101685610203701593e+00,4.883133374552691031e+00
5.041765595509049014e+00,3.204092822257776696e+00,5.171054109137399379e+00,4.436648540958276321e+00
3.956442589069505189e+00,2.951418683343546512e+00,6.265747087795392467e+00,5.637012973316815057e+00
7.783919422834070012e+00,7.422893891143042211e+00,8.293148713799936012e-01,7.062948227535950085e-01
4.638233636273580984e-01,2.606740997057042097e+00,5.133874019028727975e-01,7.050629300710735237e+00
3.160395182367113698e+00,9.612628468711903462e-01,6.264939487908223192e+00,7.107618070123375986e+00
9.535020816941290889e+00,7.415236003035139412e+00,1.642492301449962611e+00,2.262114433144943870e+00
4.661155273211368133e+00,3.268176682460316229e+00,8.254669790357130665e+00,4.734789394991484990e+00
4.922530488838605223e+00,3.429932072686886713e+00,7.490462538536126758e+00,5.796115934750397436e+00
6.152612434545948972e+00,4.507919988776328601e+00,1.023452621826637099e-01,2.170230870623208297e+00
5.786527349150574651e+00,3.689682720065425858e+00,9.483076876065346994e+00,5.839931320646735813e+00
7.266782412132255509e+00,4.346409919725113369e+00,4.000904991979770120e-01,4.880651482664201346e+00
4.313831389135680539e-01,7.259833621858867936e+00,8.087008637024885260e+00,4.954525920384624804e+00
8.452358299045993562e+00,5.004302468904018752e+00,5.501961283350944143e+00,3.429165137970171973e+00
9.238268593525315708e+00,8.759694385890703927e-01,2.500490111564767304e+00,9.528135117854762415e-01
1.278764518379938986e+00,2.031709132283883168e+00,9.367870696917892204e+00,7.101559667319346403e+00
2.650853748651238462e-01,3.089188607587033175e+00,3.940640753106716687e+00,7.108322058570990976e+00
1.280383636583918294e+00,1.481173872433106942e+00,5.481787469608324415e+00,6.949207868575914659e+00
1.677305700856968063e+00,6.105461895368742731e+00,3.086089868827968097e-02,3.364336891254467332e+00
1.266116238759592560e+00,8.198171888008571884e+00,8.138329162497186076e+00,3.264401991352337440e+00
3.180554896011877020e+00,3.178713285710238701e+00,6.304787158504785438e+00,6.064296431297180767e+00
3.311713957883569925e+00,3.436536522558235607e+00,3.225256520505700664e+00,5.766337422683498026e+00
2.482832972188871778e+00,3.121854584818285261e+00,2.228340740321556268e+00,6.559195539240421979e+00
9.560881906265950025e-01,8.833315162020744182e+00,4.281692809311927306e+00,1.184842109800317678e+00
3.902823534523776061e+00,6.615607304878113659e+00,3.230468368707550830e-01,2.293178473279157359e+00
9.473221201957271465e-01,3.610411447309052946e+00,4.300320463532097293e+00,7.014598374565601091e+00
8.350111458846029677e+00,4.489994494808277281e+00,7.582773399425373206e+00,7.269581688398842889e-01
5.492834934848239925e+00,4.044338668386356694e+00,1.994208933322039190e-01,3.194858364307084031e+00
7.931214859476157564e+00,5.316908043318978372e+00,3.191653459492882483e-01,5.837017809218776332e-01
9.375742487735658770e+00,2.355859069512244997e-01,7.226564227160046983e+00,6.502827329183432647e-01
2.838053238568508441e+00,3.064290208151954076e+00,2.956738769222257091e+00,6.378454928345778541e+00
7.152573972492795029e+00,9.344166010842835490e+00,2.324935577598221670e+00,1.801499253926221789e+00
3.952167617130441180e+00,1.564893633860147126e+00,7.003593187618331051e+00,6.608467698638561316e+00
2.110719197273668080e+00,2.926999851475227121e+00,3.416414815285910844e+00,6.843498237983601129e+00
8.992298778608512677e+00,6.906230066553882274e+00,1.071482677441781828e-01,2.241465328826228287e+00
4.700443075829650930e+00,8.645090012915508382e+00,7.619735261583304720e+00,5.570064730071382364e-01
8.824468206025086303e+00,3.464159533317365813e+00,2.363826665681312278e+00,2.587884912258627601e+00
3.982036583193057311e+00,6.444488699152493005e+00,5.326573735609217763e+00,2.373953581980535965e+00
4.198389277658881369e+00,2.407114715086620116e+00,2.796116336416062609e+00,4.416158952256124870e+00
9.703036623758867663e+00,4.546258061009035956e+00,5.750001714680887943e+00,4.625793016792603130e-01
2.230758885345306197e+00,5.851280273284849009e+00,3.423885175295623640e+00,4.591696307399896426e+00
1.086540583263236881e+00,6.792273725183417099e+00,7.209889231438220136e+00,4.781775978595776522e+00
3.018471064028527273e-01,7.796620550997004351e+00,8.075427560126431814e+00,4.576214552421713044e+00
5.963927993516404680e-01,9.235556215450255735e+00,6.434903401447656712e+00,8.356789660532311093e-01
1.913091654759218052e+00,5.473145322262038093e+00,5.744844902848821988e+00,3.867646154239233969e+00
8.828524000645662895e+00,8.675669453013451715e+00,1.230575128871266299e+00,1.390377660556129769e+00
